year,make,model,price,VClass
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line Black,47930,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Atlas V6 SEL,46140,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Atlas V6 SEL R-Line Black,48090,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Golf GTI 40th Anniversary Edition,33050,Compact Cars
2023,Volkswagen,Golf GTI 40th Anniversary Edition DSG,33050,Compact Cars
2023,Volkswagen,ID. 2all,27610,
2023,Volkswagen,ID.3 GTX,55050,
2023,Volkswagen,ID.4 GTX,57540,Small Sport Utility Vehicle 2WD
2023,Volkswagen,ID.4 Pro S Plus,51440,Small Sport Utility Vehicle 2WD
2023,Volkswagen,ID.4 S,43990,Small Sport Utility Vehicle 2WD
2023,Volkswagen,ID.7,38000,Midsize Cars
2023,Volkswagen,ID.7 77kWh,38000,Midsize Cars
2023,Volkswagen,ID.7 86kWh,43590,Midsize Cars
2023,Volkswagen,ID.7 Pro,40000,Midsize Cars
2023,Volkswagen,Jetta,20410,Compact Cars
2023,Volkswagen,Jetta,20410,Compact Cars
2023,Volkswagen,Jetta GLI,31340,Compact Cars
2023,Volkswagen,Multivan Edition,65000,Minivan - 2WD
2023,Volkswagen,Passat,27970,Midsize Cars
2023,Volkswagen,Polo GTI Edition 25,25500,
2023,Volkswagen,T-Roc Cabriolet Grey Edition,49000,
2023,Volkswagen,Tiguan,26590,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Tiguan S,26590,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Tiguan SE R-Line Black,33310,Small Sport Utility Vehicle 2WD
2023,Volkswagen,Tiguan SEL R-Line,37680,Small Sport Utility Vehicle 2WD
2023,Volvo,C40 Recharge Performance 78 kWh,59450,Small Sport Utility Vehicle 4WD
2023,Volvo,C40 Recharge Performance 82 kWh,55330,Small Sport Utility Vehicle 4WD
2023,Volvo,C40 Recharge Pure Electric Twin Plus P8 eAWD,56850,Small Sport Utility Vehicle 4WD
2023,Volvo,EX30 Performance,47300,Compact Cars
2023,Volvo,EX90 LR,113940,Standard Sport Utility Vehicle 4WD
2023,Volvo,EX90 Performance,80000,Standard Sport Utility Vehicle 4WD
2023,Volvo,EX90 Pure Electric,80000,Standard Sport Utility Vehicle 4WD
2023,Volvo,S60,41300,Midsize Cars
2023,Volvo,S60 B5 AWD Core Black Edition,45250,Midsize Cars
2023,Volvo,S60 B5 AWD Core Dark Theme,43600,Midsize Cars
2023,Volvo,S60 B5 AWD Plus Black Edition,47950,Midsize Cars
2023,Volvo,S60 B5 AWD Plus Dark Theme,46300,Midsize Cars
2023,Volvo,S60 B5 AWD Ultimate Black Edition,50300,Midsize Cars
2023,Volvo,S60 B5 AWD Ultimate Bright Theme,49050,Midsize Cars
2023,Volvo,S60 B5 AWD Ultimate Dark Theme,49050,Midsize Cars
2023,Volvo,S60 Recharge T8 Core Plug-In Hybrid,51250,Midsize Cars
2023,Volvo,V60 Cross Country,48800,Small Station Wagons
2023,Volvo,V90 Cross Country,58450,Midsize Wagon
2023,Volvo,XC40,46500,Small Sport Utility Vehicle 2WD
2023,Volvo,XC40 Recharge LR,55330,Small Sport Utility Vehicle 2WD
2023,Volvo,XC40 Recharge SR FWD,53670,Small Sport Utility Vehicle 2WD
2023,Volvo,XC40 Recharge SR RWD,49780,Small Sport Utility Vehicle 2WD
2023,Volvo,XC60 Recharge,57200,Small Sport Utility Vehicle 2WD
2023,Volvo,XC90 B5 Core,56000,Standard Sport Utility Vehicle 4WD
2023,Volvo,XC90 Recharge,71900,Standard Sport Utility Vehicle 4WD
